,bedrooms,sqft_lot,sqft_living,price,floors10,floors15,floors20,floors25,floors30,floors35,view00,view10,view20,view30,view40,grade3,grade4,grade5,grade6,grade7,grade8,grade9,grade10,grade11,grade12,grade13
13774,1.0986122886681098,9.65669147255669,7.975908360165538,14.408837403242009,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13775,1.0986122886681098,9.26188863385676,7.22983877815125,12.751299696013497,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13776,1.0986122886681098,9.391411146868485,8.039157390473237,12.619836556453032,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13777,1.3862943611198906,10.146433731146518,7.24422751560335,12.294541293517781,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13778,0.6931471805599453,8.830543010616596,7.408530566894626,13.465953081794405,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13779,1.0986122886681098,8.617038526385954,6.733401891837359,12.160028707028767,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13780,1.0986122886681098,10.720046343011273,7.843848638152472,13.45166712454693,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13781,0.6931471805599453,9.373309200254322,7.944492163932159,12.765688433465597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13782,1.0986122886681098,8.313852267398207,7.444248649496705,13.081541382884074,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13783,1.0986122886681098,8.556413904569519,6.709304340258298,12.301382825334498,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13784,1.3862943611198906,10.421626369596343,7.8709295967551425,13.190022025878143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13785,0.6931471805599453,10.060491301345794,7.795646536334594,13.815510557964274,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13787,1.3862943611198906,8.828494129466652,8.026170194946426,13.560618308335483,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13788,1.0986122886681098,8.430327258394575,7.426549072397305,12.676076274775909,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13789,1.0986122886681098,9.617271072245957,8.107720061910534,13.541073712262515,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13790,1.0986122886681098,9.025816391627028,7.779048644925556,13.369223455335854,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13791,1.0986122886681098,8.672486075822272,7.215239978730097,12.441934969252157,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13792,0.6931471805599453,9.130864170474386,7.495541943884256,12.337100907936577,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13793,1.0986122886681098,9.161675199994901,7.05617528410041,12.691580461311874,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13794,1.3862943611198906,10.481616621511806,8.333270353255308,13.180632285528304,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13795,1.3862943611198906,8.070906088787819,7.414572881350589,12.611537753638338,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13796,1.0986122886681098,8.704502289721232,7.251344983372214,12.943236711506893,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13797,1.3862943611198906,9.172119159155985,7.709756864454165,12.936033799212835,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13798,1.0986122886681098,8.294049640102028,7.438383530044307,12.858397831569864,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13799,1.0986122886681098,9.028458718410613,7.635303886259415,12.691580461311874,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13800,1.0986122886681098,9.447938944259977,7.7406644019172415,13.304684934198283,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13801,1.3862943611198906,9.178849704884811,8.019612794400267,13.541073712262515,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13802,0.6931471805599453,8.1797604936999,7.106606137727303,12.031719258385396,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13803,1.0986122886681098,8.283999304248526,6.866933284461882,12.911642346088676,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13804,1.0986122886681098,9.219696466900208,7.299797366758161,13.079455876393052,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13805,1.0986122886681098,8.542860938164814,7.352441100243583,13.215853720491667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13806,1.0986122886681098,10.422281345951296,7.003065458786462,12.2783933071098,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13807,0.6931471805599453,8.656955133791396,6.802394763324311,13.217673557208654,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13808,1.3862943611198906,8.948975607841776,7.783224016336037,12.871334622600584,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13809,1.0986122886681098,9.617404201448045,7.749322464660356,13.011431816697048,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13811,1.3862943611198906,9.173468897200278,7.170119543449628,12.519056900844173,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13812,1.6094379124341003,9.225031920719173,7.982757702011113,12.456831363877356,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13813,0.6931471805599453,8.881836305004146,6.579251212010101,12.201060103706629,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13814,1.3862943611198906,9.273784544532717,7.762170607138205,12.73405032811373,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13815,1.3862943611198906,8.934586870389676,7.986164860332727,12.983101310070822,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13816,1.0986122886681098,8.006367567650246,7.61085279039525,12.89921982609012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13817,0.6931471805599453,12.810126282896166,7.265429723253953,12.782686009834167,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13818,1.0986122886681098,8.846640813100485,6.856461984594587,12.886641043883259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13819,0.6931471805599453,8.371010681238156,7.1308988302963465,13.262125319779487,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13820,1.0986122886681098,8.540909718033554,7.170119543449628,13.151922179645874,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13821,1.3862943611198906,8.11969625295725,7.832014180505469,13.334648185383662,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13822,1.0986122886681098,8.871365005136852,7.1929342212158,12.409013489526863,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13823,1.0986122886681098,8.083328608786376,7.8160138391590275,13.444446876573442,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13824,1.6094379124341003,9.211339872309265,8.013012110368916,13.049792684569493,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13825,1.0986122886681098,9.016755622903517,7.478734825567875,12.542544882151386,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13827,1.0986122886681098,8.860357273327022,7.408530566894626,12.676076274775909,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13828,1.3862943611198906,9.169622538697624,7.855544677915663,12.779873068457553,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13829,1.0986122886681098,9.218110109240543,7.851661177889265,13.415032991367148,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13830,0.0,8.930626469173578,7.965545573129992,13.217673557208654,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13831,1.3862943611198906,8.411832675758411,7.886081401775745,13.547631112808673,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13832,1.0986122886681098,8.561210076833012,7.352441100243583,12.971540487669746,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13833,1.0986122886681098,9.041685005946043,8.03268487596762,13.764217263576723,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13834,1.3862943611198906,8.881836305004146,7.8399193600125825,13.17115354157376,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13835,1.791759469228055,9.007367027451355,8.03268487596762,12.611537753638338,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13836,1.0986122886681098,8.889859587773016,7.691656822810547,12.751299696013497,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13837,1.0986122886681098,11.924670811035543,7.982757702011113,13.63877337946422,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13838,1.6094379124341003,9.917094555942345,7.965545573129992,14.403297222866392,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13839,1.0986122886681098,11.497253295575932,7.67786350067821,12.873902018105829,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13840,1.0986122886681098,9.842409703027538,7.6544432264701125,13.955272500339433,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13841,1.3862943611198906,8.651724084373843,7.512071245835466,12.594730635321957,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13842,1.3862943611198906,8.942460926820582,8.064636475774222,13.560618308335483,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13843,1.0986122886681098,8.707317560273212,7.539027055823995,12.84792653170257,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13844,1.0986122886681098,9.009447429596793,7.038783541388542,13.217673557208654,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13845,1.6094379124341003,9.326522126265592,7.494430215031565,12.205572520488492,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13846,1.0986122886681098,8.558143177745192,7.4205789054108005,12.706544857216672,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13847,1.0986122886681098,9.311090275076326,7.855544677915663,13.707925347284336,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13848,1.3862943611198906,9.424160595829509,8.221478947267192,13.681979165339751,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13849,1.3862943611198906,8.981681639973862,7.933796874815411,12.834681304952548,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13850,1.0986122886681098,8.535229553902337,7.691656822810547,12.80765263256463,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13851,1.3862943611198906,7.955074273262696,7.731930721948486,13.180632285528304,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13852,1.0986122886681098,8.556413904569519,7.003065458786462,12.326075437924871,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13853,1.3862943611198906,8.85366542803745,7.687080155783135,12.669806661762314,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13854,1.3862943611198906,9.18993356219852,7.926602599181384,13.721199878493033,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13855,1.0986122886681098,9.837881795438134,7.590852123688581,12.240474072247506,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13856,1.6094379124341003,9.794509389966382,8.338066525518801,14.452087387035824,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13857,1.791759469228055,10.370988051563746,8.016317898503415,13.344706608547769,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13858,1.0986122886681098,7.347943823148687,7.432483807917119,13.369223455335854,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13859,1.0986122886681098,11.08735968515506,7.595889917718538,13.122363377404328,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13860,1.6094379124341003,9.101640955052842,7.718685495198466,12.873902018105829,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13861,1.0986122886681098,7.6255950721324535,7.640123172695364,12.556729517143344,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13862,1.0986122886681098,10.629658399543255,7.807916628926408,13.337474757021274,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13864,1.3862943611198906,9.395906658935026,7.851661177889265,13.112313041550827,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13865,1.0986122886681098,9.4535218170269,7.7706452341291765,13.122263372403996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13866,1.0986122886681098,9.265112607823163,6.975413927455952,12.706847933442663,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13867,1.0986122886681098,8.669055540725484,7.570443252057374,13.407542319637992,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13868,1.0986122886681098,7.77779262633883,7.882314918980268,13.652991628466498,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13869,1.3862943611198906,8.75115798136203,7.736307096548285,13.304601597392535,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13870,1.3862943611198906,9.120743838164426,7.6255950721324535,12.793859310432293,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13871,1.0986122886681098,8.61195776786066,7.893572073504902,13.457406021215947,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13872,1.0986122886681098,8.99961934066053,7.326465613840322,13.071070083016778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13873,1.0986122886681098,12.984479670040942,7.897296472595885,13.262125319779487,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13874,0.6931471805599453,6.738152494595957,7.07326971745971,12.751299696013497,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13875,1.3862943611198906,9.159047077588632,8.016317898503415,12.815702338354745,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13876,1.0986122886681098,9.341368634382587,7.24422751560335,12.833347081939412,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13877,1.3862943611198906,8.99961934066053,8.006367567650246,13.31710745419684,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13878,1.0986122886681098,9.190137664658664,7.090076835776092,12.832011076396668,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13879,1.0986122886681098,8.846065190692881,6.907755278982137,12.873902018105829,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13880,1.3862943611198906,8.582793648500186,7.9157131993821155,13.465953081794405,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13881,1.0986122886681098,8.512783482927537,7.595889917718538,13.054084536651034,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13883,1.0986122886681098,7.52294091807237,7.512071245835466,13.292949677979863,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13884,1.0986122886681098,8.984693690443855,6.84587987526405,12.314927050442256,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13885,1.3862943611198906,9.22808205345234,7.9996785794994505,13.260384675301703,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13886,1.0986122886681098,9.33300038471207,7.723120092266331,12.89921982609012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13887,1.3862943611198906,11.158120200662147,8.151909872940905,13.556739829006913,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13888,1.0986122886681098,9.254357257392957,7.31986492980897,13.294259106981302,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13889,1.3862943611198906,8.652073673610056,7.904703913873747,13.198398063680326,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13890,1.0986122886681098,7.872836175025724,7.640123172695364,13.217673557208654,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13891,0.6931471805599453,9.292473201514705,7.528331766707247,12.487485104968359,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13892,1.0986122886681098,9.143131622282732,7.659171367666058,12.966878474563934,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13893,1.0986122886681098,9.033006356693267,7.01211529430638,13.132313708257497,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13894,1.6094379124341003,9.444384297758681,8.554488976159934,13.737549016494562,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13895,1.0986122886681098,9.63847979712322,7.326465613840322,12.345834587905333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13896,1.3862943611198906,9.2093398716426,7.882314918980268,13.45166712454693,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13897,1.3862943611198906,8.969160133175821,8.116715624819111,13.458835614025542,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13898,1.0986122886681098,7.937374696163295,7.478734825567875,13.476535191124942,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13899,1.0986122886681098,8.453614209773367,7.696212639346407,13.081541382884074,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13900,1.0986122886681098,9.03884005381381,7.600902459542082,13.060487973686241,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13901,1.0986122886681098,9.616005460087013,7.455876687491824,12.721885810807203,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13902,1.0986122886681098,8.975503722070927,7.170119543449628,12.506177237980511,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13903,1.6094379124341003,11.119512437886206,7.989560449333865,13.604789526648622,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13904,1.0986122886681098,6.860663671448287,7.450079569807499,13.286181462633724,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13906,1.3862943611198906,9.487972108574462,7.489970898834801,12.190959007720126,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13907,1.0986122886681098,8.935903526274423,7.22983877815125,12.36946619243861,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13908,1.0986122886681098,7.517520850603031,7.333023014386481,13.038981768465277,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13909,1.6094379124341003,8.506536611227709,7.753623546559746,13.257768014410532,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13910,1.6094379124341003,9.172534657240284,7.3395376954076745,12.618182296357007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13911,1.0986122886681098,9.062999784077473,8.07402621612406,13.676248490630767,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13913,1.0986122886681098,8.926118971153382,7.286191714702382,12.388394202324129,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13914,1.0986122886681098,8.88391747120797,7.251344983372214,12.855790268162783,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13915,1.3862943611198906,8.533066540572527,7.4673710669175595,13.527828485512494,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13916,0.6931471805599453,8.54188580400661,7.222566018822171,12.923790480024325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13917,1.0986122886681098,10.078238860499914,7.484368643286131,12.4130868149145,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13918,1.3862943611198906,8.411832675758411,7.5443321080536885,13.664687668229691,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13919,1.0986122886681098,9.416947954650293,7.396335293800808,12.736553826954605,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13920,1.6094379124341003,8.99961934066053,7.749322464660356,12.66032791780777,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13921,1.0986122886681098,8.441607204459642,7.855544677915663,13.45597438174451,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13922,0.6931471805599453,7.617759576608505,7.293017679772782,12.945626198904275,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13923,1.0986122886681098,9.224243277145174,7.739794458408701,12.826649133255284,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13924,1.0986122886681098,8.457230850243555,7.580699752224563,12.959844447906553,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13925,1.0986122886681098,8.991686725934825,7.989560449333865,12.864887147009613,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13926,0.6931471805599453,8.897272113133987,6.507277712385012,12.759957758756611,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13927,1.6094379124341003,9.635934851379513,8.013012110368916,13.533147646990093,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13928,1.3862943611198906,8.896861744480391,7.779048644925556,12.505992035646432,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13929,1.0986122886681098,9.941986851686737,8.035926369891792,13.700660716285332,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13930,1.3862943611198906,8.517193191416238,7.484368643286131,12.765545566117686,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13931,0.6931471805599453,11.31315658497247,7.258412150595307,12.793859310432293,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13932,1.3862943611198906,9.647433337764658,7.791522819150732,13.790192749979985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13933,1.3862943611198906,8.254268770090183,7.299797366758161,13.015334804645805,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13934,1.3862943611198906,8.25582842728183,7.691656822810547,12.765688433465597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13936,1.0986122886681098,10.109932454227286,7.501082124259871,13.805460222110773,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13937,1.0986122886681098,8.316055720364643,7.843848638152472,13.633988681340885,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13938,1.0986122886681098,8.263590432617319,7.215239978730097,13.053977464537864,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13939,1.0986122886681098,10.197313214435868,7.7226775164680035,12.478006361013815,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13940,1.3862943611198906,9.585346272599638,8.263590432617319,13.544095457976365,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13941,1.791759469228055,8.517193191416238,7.912056888179006,13.504900980868788,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13942,1.3862943611198906,9.757247170313121,7.937374696163295,12.992254692057308,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13943,1.6094379124341003,8.856376036730422,8.364042011922063,13.963930563082547,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13944,1.0986122886681098,8.292298107063221,7.478734825567875,12.948009990259552,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13945,1.0986122886681098,9.302098797215724,7.560080465021827,13.215853720491667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13946,1.3862943611198906,8.294049640102028,7.749322464660356,13.15773052124162,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13947,1.3862943611198906,9.40475517645752,7.993282328101591,13.45166712454693,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13948,1.0986122886681098,8.90720619496548,7.426549072397305,13.091904169919621,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13949,1.0986122886681098,10.210972252284089,7.371489295214277,12.542544882151386,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13950,0.6931471805599453,9.70503661381229,7.258412150595307,12.632973034358404,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13951,0.6931471805599453,9.154827662045925,7.222566018822171,13.487006490992238,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13952,1.0986122886681098,8.42463920980563,7.8709295967551425,12.533576212168626,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13953,1.0986122886681098,9.741321501945738,7.501082124259871,13.383187995686226,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13954,1.3862943611198906,10.776244282386555,8.46168048148598,15.03928598958639,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
